"bin","G05_1_A","G05_1_B","G05_1_C","G05_1_D","G05_1_E","G05_1_F","G05_2_A","G05_2_B","G05_2_C","G05_2_D","G05_2_E","G05_2_F","G05_3_A","G05_3_B","G05_3_C","G05_3_D","G05_3_E","G05_3_F","G05_4_B","G05_4_C","G05_4_D","G05_4_E","G05_4_F","G05_5_A","G05_5_B","G05_5_C","G05_5_D","G05_5_E","G05_5_F","G05_6_A","G05_6_B","G05_6_C","G05_6_D","G05_6_E","G05_6_F","G05_7_A","G05_7_B","G05_7_C","G10_1_A","G10_1_B","G10_1_C","G10_1_D","G10_1_E","G10_1_F","G10_2_A","G10_2_B","G10_2_C","G10_2_D","G10_2_E","G10_2_F","G10_3_A","G10_3_B","G10_3_C","G10_3_D","G10_3_E","G10_3_F","G10_4_A","G10_4_B","G10_4_C","G10_4_D","G10_4_E","G10_4_F","G10_5_A","G10_5_B","G10_5_C","G10_5_D","G10_5_E","G10_5_F","G10_6_A","G10_6_B","G10_6_C","G10_6_D","G10_6_E","G10_6_F","G10_7_B","G10_7_C","G10_7_E","G10_7_F","MES_1_C","MES_1_E","MES_2_A","MES_2_B","MES_2_C","MES_2_D","MES_2_E","MES_2_F","MES_3_A","MES_3_B","MES_3_C","MES_3_D","MES_3_F","MES_4_A","MES_4_B","MES_4_C","MES_4_F","MES_5_A","MES_5_B","MES_5_C","MES_5_D","MES_5_E","MES_5_F","MES_6_A","MES_6_B","MES_6_C","MES_6_D","MES_6_E","MES_7_A","MES_7_B","MES_7_C","MES_7_D","MES_7_E","MES_7_F","pH10_1_A","pH10_1_C","pH10_1_D","pH10_1_E","pH10_1_F","pH10_2_A","pH10_2_B","pH10_2_C","pH10_2_D","pH10_2_E","pH10_2_F","pH10_3_C","pH10_3_F","pH10_4_F","pH10_5_A","pH10_5_B","pH10_5_C","pH10_5_D","pH10_5_E","pH10_5_F","pH10_6_A","pH10_6_B","pH10_6_C","pH10_6_E","pH10_6_F","pH10_7_B","pH10_7_C","pH10_7_D","pH10_7_E","pH10_7_F","pH6_1_A","pH6_1_B","pH6_1_C","pH6_1_D","pH6_1_E","pH6_1_F","pH6_2_A","pH6_2_B","pH6_2_C","pH6_2_D","pH6_2_E","pH6_2_F","pH6_3_A","pH6_3_B","pH6_3_C","pH6_3_D","pH6_3_E","pH6_3_F","pH6_4_B","pH6_4_C","pH6_4_E","pH6_4_F","pH6_5_A","pH6_5_B","pH6_5_C","pH6_5_D","pH6_5_E","pH6_5_F","pH6_6_A","pH6_6_B","pH6_6_C","pH6_6_D","pH6_6_E","pH6_6_F","pH6_7_A","pH6_7_B","pH6_7_C","pH6_7_D","pH6_7_F","pH8_1_B","pH8_1_C","pH8_1_D","pH8_1_E","pH8_1_F","pH8_2_A","pH8_2_B","pH8_2_C","pH8_2_D","pH8_2_E","pH8_2_F","pH8_3_A","pH8_3_D","pH8_3_E","pH8_3_F","pH8_4_B","pH8_4_C","pH8_4_E","pH8_4_F","pH8_5_A","pH8_5_B","pH8_5_C","pH8_5_D","pH8_5_E","pH8_5_F","pH8_6_A","pH8_6_B","pH8_6_C","pH8_6_D","pH8_6_E","pH8_6_F","pH8_7_A","pH8_7_B","pH8_7_C","pH8_7_D","pH8_7_F"
"pH10_7_A_cluster_DBSCAN_round2_25",1763,1811,1916,1641,2266,2284,3680,3321,5226,4059,10273,4464,4893,3484,3437,3362,12470,13725,4322,1360,4916,4775,3778,3706,5166,4592,5047,3078,3190,1034,3049,6327,6464,6289,3387,162,151,2069,928,3116,1573,4966,2671,1652,5580,4859,9925,6072,19911,22924,4510,3445,4912,3343,2602,2415,2450,1719,1973,3294,3268,5790,2618,3520,1631,2718,3201,2937,2720,5473,2406,1959,6663,2854,1888,2292,2349,1993,1251,2390,2158,3005,1697,2977,1824,16527,5266,6483,1433,8905,6963,4370,2462,1829,2322,7392,9949,5850,7345,3935,3067,3973,3334,4589,4471,4148,6191,2940,2848,3633,1307,93,8980,6260,1562,5329,2267,15078,7028,8907,8297,11769,9323,3536,3764,2431,29550,22660,8884,4044,17713,8233,3649,869,2922,2646,983,2664,3098,2467,3295,3746,2719,1175,1533,1616,1327,418,3539,2392,1267,2710,1600,2379,5740,8543,4931,5495,5854,5289,2416,2450,5418,1849,8796,3373,2539,4217,2352,4221,5455,3970,2332,3311,3626,2547,842,488,1011,524,1018,2886,1933,2550,2850,3341,7664,11726,10535,2382,3174,5806,878,3434,1708,4025,5473,5236,4177,2161,11947,6163,5118,3817,30509,11537,5671,3516,2360,1673,1578,668,5818,1348,4218,1836,1243
"pH10_7_B_cluster_DBSCAN_round161_0",2744,1321,1977,3115,5753,5431,12314,9217,20626,9973,24318,18144,7929,5284,5412,8392,31008,40665,10220,7121,14693,25942,11709,6806,6580,7838,17495,16425,9982,5380,10199,13732,30000,28906,11730,1505,1044,13809,2014,4192,7972,5715,3145,1924,16104,12421,113634,12618,69924,19533,29773,5924,17405,19737,23783,15912,61826,4177,15205,12245,12309,7353,14272,6884,14165,7462,14623,8896,27726,21222,6978,14300,31326,14351,11729,28437,39176,18976,2567,4908,15626,14852,4625,27539,39032,342485,47996,31985,6488,37040,29219,20502,8824,24937,15086,17303,17975,9874,21590,14841,11518,11312,9003,12047,16507,19462,24516,10686,16379,24749,16412,872,5496,3848,2068,2474,2075,11401,17900,7658,10438,8609,6460,8706,3994,4532,69816,75605,20060,11526,39662,16008,21405,18600,31748,16480,7736,44331,48449,24439,46827,32279,4420,1791,1830,1416,1309,349,5313,3315,1442,5366,2833,3225,14982,17064,8251,10378,7339,7437,11807,7669,33425,5743,32265,12943,13043,18684,10469,13615,27780,18531,14736,21328,19811,14818,11739,6784,12263,8134,10225,5249,5483,3443,5710,4835,26535,42259,17670,5568,3776,5281,4056,4950,3976,5586,21561,26149,11051,4601,37046,28270,28573,17542,82900,54816,46881,28517,26721,11848,11727,6578,61045,25272,71342,21306,20969
"pH10_7_C_cluster_DBSCAN_round5_6",1088,719,919,1095,2877,2214,9171,7932,14200,7952,16356,14831,5714,3439,5058,3902,31063,34366,3515,1885,5663,20051,11048,5962,3481,2142,13852,12914,6688,4164,7926,7205,17467,25865,8235,895,594,5397,723,1603,2082,2141,1105,664,11680,8630,52450,8101,64181,13773,25293,4990,12201,20865,13789,10316,18017,2236,5366,3351,3914,1567,3564,1688,4833,1839,18643,1805,7578,6616,3598,3494,40081,2145,3868,5507,15684,18944,1031,6947,6993,7764,4107,11274,9523,154026,17061,18574,2383,39729,21614,8983,3060,6330,5847,5907,5998,3895,8419,15777,4441,5326,3859,7081,7853,12427,10115,4380,6804,8352,6834,671,4341,1955,1471,1700,1521,7175,19687,8751,4924,5870,5867,11662,3144,10861,83251,57919,33329,20183,63849,27029,22480,11993,29629,28560,13239,51606,47829,27760,95162,41725,2531,646,846,753,770,191,6516,1653,915,2789,1303,1546,25901,22385,15441,11880,10353,6935,14496,12828,29063,7665,34890,13036,15764,17505,16900,14588,22052,18987,16627,20147,25006,19285,8646,6425,7768,6576,10381,3245,3394,1689,2346,1897,43054,78712,21036,3511,2474,3901,5202,3529,3939,5503,18631,30200,15474,7669,40924,26454,22787,19139,91235,60962,29174,17825,21508,11496,13362,8952,49193,12721,33444,21225,17656
"pH10_7_C_cluster_DBSCAN_round7_1",263,260,702,290,716,479,2790,2240,3060,1933,3409,4031,1441,1124,1246,1269,11449,18165,2524,231,3593,9387,4067,1813,2177,927,7296,6343,3403,1952,4849,3599,12117,12425,4608,596,511,3787,233,588,378,1461,515,302,3804,2291,5806,1935,15519,1831,1969,945,2222,1358,788,2513,695,427,398,595,1393,781,824,917,367,996,5603,1029,2817,4887,288,3224,13428,2891,6132,713,11811,8632,238,580,431,727,341,583,451,7870,2151,2061,203,16771,15034,2736,1351,233,2321,4290,3927,1563,6559,3320,1754,2986,2002,2291,3430,5343,5282,2033,2677,3555,1626,114,808,697,284,400,277,2899,9195,2497,3210,2471,2097,3304,905,1736,33738,43629,10990,5285,20023,7653,10690,14449,15616,6813,3878,24271,22108,15277,21017,18000,1161,236,224,311,179,52,2094,606,250,924,280,417,9350,7647,3196,4096,2209,2785,5458,2734,13235,2045,14761,6137,5658,8513,4371,5856,13373,9221,7180,8345,8298,5988,7182,3083,5582,4642,6359,1946,1146,420,369,440,14536,24495,6308,1213,994,1150,821,549,808,958,8215,10067,4095,1670,15994,10289,12011,6642,37976,23736,23876,14877,13926,4587,4262,3634,26416,13431,37995,10165,10133
"pH10_7_C_cluster_DBSCAN_round7_4",1235,930,1621,1138,2360,2491,5967,4751,7882,5290,9400,12900,4541,3638,2684,3959,28573,29424,4599,2855,9162,18833,10471,9599,9348,4176,17710,22217,12282,8190,10531,16300,31351,50312,17728,1611,1164,10600,950,2027,1376,4306,1705,873,6619,4563,21864,3695,41624,7354,8502,2223,3592,5081,3631,4916,5062,1895,1902,3911,3177,4876,3685,4309,1757,3333,10189,3349,5235,10231,1486,5080,29980,4090,6752,2567,21971,14381,959,1814,2215,2633,1195,3199,2392,46512,5686,5631,1052,19385,19342,4368,1900,1873,2801,5337,5048,3311,7776,4238,2648,3393,2254,3854,4338,4769,5348,1904,2806,3119,1510,96,3321,3489,2394,3664,2007,6377,14231,11577,7650,12333,5445,9054,3807,5362,72236,43747,26761,12579,83348,20083,18298,8886,15722,19098,3915,17278,22984,11764,56384,14549,3731,2151,2457,1174,950,243,5221,2799,1373,3259,3696,2531,28124,30159,9747,10177,9594,7954,18210,11075,43360,9436,35667,21279,23778,28756,26050,24466,33493,28931,26006,32582,35240,23364,12205,11653,18589,10240,15604,6558,8802,4692,3492,3253,29400,49851,12742,6280,6360,6191,3815,3184,2167,4866,39505,42435,38178,14501,48803,27755,36268,34547,171360,78057,54908,31698,30547,21370,23819,11359,54259,24811,73477,36152,31238
"pH10_7_E_cluster_DBSCAN_round3_20",1053,627,1036,973,2222,1771,8575,7003,11692,5999,11880,11771,5385,3206,4387,3273,30508,27056,3356,1214,5492,21499,5981,3920,3867,2248,9971,11694,5948,3114,5682,8202,14646,32201,6813,835,511,4772,810,1714,2145,2453,1098,655,10446,7091,35150,5829,51512,5448,19154,3786,9614,7903,13133,9561,11699,991,3593,2212,3115,1467,3066,1369,3086,1626,8137,1766,6786,7291,2110,4176,17169,2262,3323,4258,11620,4650,1046,1271,3319,3845,1266,5985,6632,117313,13062,17201,1538,22178,19627,6367,2701,4987,4832,7605,6364,3496,9521,6314,4578,5053,3819,5177,6234,8077,10363,4217,5436,7994,4523,165,4104,2452,1704,2450,1599,6313,10710,11599,5186,7714,5973,5185,3339,2841,66205,40506,17523,7274,45261,12420,10937,5314,12675,9553,2357,11561,15623,7385,25345,9776,2492,582,563,559,521,118,4321,2406,1073,2395,1088,1194,20764,16125,7565,7667,6298,5278,6827,5718,39771,4172,22839,7629,9139,14246,13426,11398,14830,11877,9778,12339,16382,10617,3638,4064,4765,3039,4039,3696,2800,1100,2113,1289,34316,42813,10448,6691,2781,3124,3161,3234,2732,2693,13351,14366,16521,4002,27521,12687,16086,13021,118538,42850,22700,10276,10114,6636,8165,3363,22748,6928,25032,8981,8428
"pH10_7_F_cluster_DBSCAN_round4_20",1560,1647,1545,1819,2143,2312,3912,4286,5521,4445,9658,3487,3577,3263,3393,2780,11653,6874,2731,883,2715,3531,3166,2016,2384,1704,4668,2431,2999,732,2823,4446,6645,6651,4241,199,162,1116,934,2919,1447,4159,2212,1334,8208,6042,8837,7584,12286,13549,4113,3164,5355,3069,2086,1560,2093,1297,1186,2044,2547,4576,1473,2623,1277,2066,1601,2312,1879,6944,1488,1809,3346,1363,2720,1036,2235,931,1325,3091,2343,3154,1921,2569,1630,16550,4068,4510,1260,8490,9708,4078,2302,1415,1801,4678,6326,2127,6565,2502,2423,2883,2665,2695,3362,3176,4342,1890,2341,2845,867,46,1972,857,522,798,602,2049,6183,2896,1617,1688,1451,1742,1875,1803,23289,22888,8001,3864,18612,7740,2665,1411,3038,1745,814,6091,5256,3747,3349,4778,1946,1104,1278,1303,830,333,2166,1717,556,1477,845,1244,4433,9833,3164,3525,2820,2732,3382,1864,7787,1623,6025,2574,1739,3504,2329,3576,4002,3769,1791,3738,3594,2856,1070,440,1097,632,1697,1962,1180,2291,2087,3222,7904,18491,5000,1464,1386,1887,943,1484,478,1795,4147,3178,3166,1991,8179,7339,3198,4790,31184,16058,3106,4014,1836,1565,1243,699,8541,2914,4677,3530,3883
"pH10_7_F_cluster_DBSCAN_round5_0",5094,5324,2805,12390,19417,42493,7364,5930,13884,12139,563618,79838,13060,12598,5154,22910,521093,184904,245207,7564,560414,269718,392162,138972,186813,20271,283772,127288,282973,88640,137487,105890,322653,148727,202314,28321,24730,146212,3795,5789,3895,9075,5606,2517,6476,9707,20617,7684,91138,129502,8795,3699,5176,8150,77537,223553,6614,7381,6012,27147,76227,114050,30239,53926,3728,63055,86533,111167,73187,119112,5131,60866,92512,48227,93598,32683,42180,87349,3941,3794,9790,15020,3634,23232,20687,160534,70069,39845,7515,101802,75673,285531,129699,27184,241890,173082,233093,120737,215367,298739,190784,154904,169957,143202,341184,250642,298420,167901,129849,252834,173583,17256,70298,57527,52600,47645,116166,114696,613431,155229,100561,124500,104655,808039,641128,736445,178124,168986,324622,583234,576944,767436,44176,29600,89968,194074,134745,150275,100026,72754,126113,127664,10063,14772,27616,6137,9705,2684,284742,289606,118441,182610,43031,247590,323061,612628,561339,445330,527320,754113,422081,382327,566528,319836,199980,280080,176746,373379,266522,249839,196146,215570,111126,217555,202139,169123,68998,59526,72592,80256,110465,236389,200426,55279,44770,60363,347908,661438,708603,91028,73824,259079,421949,569935,394302,930138,488544,180311,557711,361432,222079,249474,112894,510559,470226,649697,57084,105522,108654,250509,123151,146246,156212,142414,148928,152571,238528
"pH6_1_A_cluster_DBSCAN_round1_4",33007,48465,20646,50672,58157,26156,94831,85834,89043,86853,52766,52358,75021,46897,38903,41826,77140,82091,23429,10091,16291,22481,21080,15147,16239,33605,25028,27107,19408,16030,19280,23160,49837,85338,41444,2018,1766,20387,13235,45291,19701,57823,67891,20660,90295,73040,73601,67571,428322,182486,51830,35393,34445,33188,35885,18904,9526,18736,26384,42419,25785,36029,20237,24269,9808,18997,65549,14873,25867,21314,47880,11546,125057,20108,20414,6908,57326,16219,18643,32414,37210,47983,18825,44410,27542,247777,88825,115513,26980,974338,258572,22344,8635,24057,10740,31931,14731,11308,23876,52995,5319,13672,6628,12115,9262,116270,28257,4643,7084,8501,3945,92,53705,72631,35912,76709,34341,56839,65859,79435,46950,69740,46425,52873,38150,35661,275040,175937,74703,39350,165792,68724,88835,43709,74143,73830,17396,63498,84277,52570,158106,91406,46368,18405,25497,23500,22779,5849,10430,6554,6076,27137,36052,17502,33738,55205,13179,14841,12546,10767,16222,17965,32442,10255,59923,18806,18993,24439,31923,18715,56068,27285,23612,29261,43981,25664,8635,8636,18625,10108,19599,22981,24868,56268,188806,65599,40308,69813,31494,25295,49802,32285,4427,4626,3343,5305,26961,59569,26357,12029,73594,44056,45182,22347,157315,53377,54130,26056,38559,11822,21254,8658,77483,24392,104905,34380,19682
"pH6_1_D_cluster_DBSCAN_round2_7",418739,279355,248107,925255,719237,449280,1056652,909561,883306,1591082,434380,2323286,934603,728573,786205,978889,534577,420086,418525,705197,469492,199503,428251,357782,322469,644647,258361,95404,299519,235469,196929,403132,545092,323549,491686,24577,36736,450706,353655,1001894,490610,1344175,414255,257498,988333,944219,730646,1357354,1038438,1082219,819894,859077,602854,1093425,1059283,662862,353924,403606,284328,664337,359300,533559,358955,441017,264713,232715,180281,346926,503081,332763,909897,310293,265130,429321,236767,437192,217856,218974,84361,151845,208014,269407,218624,481281,145577,1529875,483849,415062,237154,21646,24904,239476,180679,376731,116609,134647,337433,232777,115707,34254,68590,37988,71433,165904,80944,21988,77956,62885,130945,77361,22856,1949,135197,176557,89067,224587,51389,468314,147538,192134,341722,323012,227554,249713,127214,119051,66898,109679,93551,84241,69270,95060,38733,41203,72454,69067,56625,89575,68891,77575,162429,121361,425795,176940,274175,338668,343100,63584,65439,82330,57885,195465,251143,246689,126489,221979,151867,253659,246833,161941,176704,260239,135831,172676,102329,131575,120291,171183,134416,134319,80390,117572,142963,124086,114407,131153,57175,40573,120955,82607,212276,62550,88416,683715,460582,538040,114450,144781,283474,281714,294424,314074,272753,414087,246817,214060,156223,142318,148345,195346,94019,201052,144908,134131,124897,170167,62284,185851,159150,111734,80362,146729,164170,93557,120779,185034,102564
