"variable","G05_1_E_cluster_DBSCAN_round3_4","G05_2_B_cluster_DBSCAN_round2_17","G05_2_C_cluster_DBSCAN_round3_1","G05_3_E_cluster_DBSCAN_round7_3","G05_5_C_cluster_DBSCAN_round2_2","G05_6_E_cluster_DBSCAN_round5_10","G05_6_E_cluster_DBSCAN_round6_6","G05_6_E_cluster_DBSCAN_round7_6","G05_7_A_cluster_DBSCAN_round8_2","G05_7_C_cluster_DBSCAN_round4_18","G10_2_C_cluster_DBSCAN_round1_10","G10_3_A_cluster_DBSCAN_round5_0","G10_3_D_cluster_DBSCAN_round210_2","G10_6_B_cluster_DBSCAN_round179_0","G10_6_E_cluster_DBSCAN_round5_1","G10_7_A_cluster_DBSCAN_round160_0","G10_7_C_cluster_DBSCAN_round1_6","G10_7_C_cluster_DBSCAN_round7_14","G10_7_C_cluster_DBSCAN_round7_2","G10_7_E_cluster_DBSCAN_round81_0","MES_1_D_cluster_DBSCAN_round2_17","MES_1_E_cluster_DBSCAN_round6_3","MES_2_C_cluster_DBSCAN_round3_1","MES_5_C_cluster_DBSCAN_round8_4","MES_7_C_cluster_DBSCAN_round4_2","MES_7_D_cluster_DBSCAN_round362_17","MES_7_E_cluster_DBSCAN_round2_10","pH10_1_E_cluster_DBSCAN_round1_4","pH10_1_E_cluster_DBSCAN_round2_19","pH10_1_E_cluster_DBSCAN_round2_2","pH10_2_A_cluster_DBSCAN_round2_4","pH10_2_A_cluster_DBSCAN_round6_5","pH10_4_D_cluster_DBSCAN_round1_1","pH10_6_A_cluster_DBSCAN_round525_32","pH10_6_C_cluster_DBSCAN_round2_10","pH10_6_E_cluster_DBSCAN_round5_14","pH10_7_A_cluster_DBSCAN_round2_25","pH10_7_B_cluster_DBSCAN_round161_0","pH10_7_C_cluster_DBSCAN_round5_6","pH10_7_C_cluster_DBSCAN_round7_1","pH10_7_C_cluster_DBSCAN_round7_4","pH10_7_E_cluster_DBSCAN_round3_20","pH10_7_F_cluster_DBSCAN_round4_20","pH10_7_F_cluster_DBSCAN_round5_0","pH6_1_A_cluster_DBSCAN_round1_4","pH6_1_D_cluster_DBSCAN_round2_7","pH6_2_E_cluster_DBSCAN_round5_7","pH6_4_F_cluster_DBSCAN_round203_0","pH6_6_D_cluster_DBSCAN_round9_1","pH8_2_E_cluster_DBSCAN_round1_4","pH8_6_D_cluster_DBSCAN_round6_12","pH8_7_C_cluster_DBSCAN_round6_1","pH8_7_D_cluster_DBSCAN_round9_5","pH8_7_F_cluster_DBSCAN_round202_0"
"pH10_2_D",15594,73267,4406967,181679,50477,7044,7106,80925,1741,5556,2602,230950,70110,318267,15680,5999,500352,3017,8306,503236,11802,6436,8480,172965,75415,641916,8198,4727137,117761,59566,117425,164283,85021,2800,26622,13504,3970,4238,3515,2684,7855,5132,1302,16653,61332,6548,145815,27767,209388,598486,5440,2508,38422,2242
"pH10_2_E",50935,451488,13588433,912014,175542,62477,45143,374068,4412,15589,9486,668868,71448,362519,98831,15900,1768886,6604,27791,944272,26495,18948,22835,37376,222834,415174,17962,1027290,391728,251235,446968,519594,429734,15043,68995,89184,13770,13557,12828,7373,30812,19552,2860,66901,249972,8833,517833,44314,274190,53211,26337,5840,185850,7855
"pH10_2_F",11167,92891,3627510,128163,34424,6758,6956,68752,2202,5717,1890,219456,67557,319109,13492,5237,408404,3567,10363,582803,11410,5367,7958,169484,69383,644867,10544,3095521,165036,55571,133677,174061,62654,2717,20881,10698,4592,4700,4623,3390,8217,6153,1567,23472,48960,4439,84016,26030,160514,355900,4102,3522,39739,2614
"pH10_3_A",9411,987616,1934496,233023,30982,31588,52020,97585,4720,7494,2173,222998,29466,133105,53639,54301,576944,7043,23856,249019,22591,3320,15341,103974,69270,262979,17845,209755,312751,90944,881543,171853,254548,12442,12173,12040,9238,12442,17675,9800,25101,20732,11387,176117,58372,2778,130085,11297,1842424,66105,2966,16590,75412,12294
"pH10_3_B",11334,969741,1655290,292055,35086,38084,23813,95937,4400,10909,2517,281693,44233,175599,41752,55914,262502,7441,23497,368389,29003,4206,18106,127685,91313,337301,15305,51539,252419,106744,795133,183980,257889,10463,15988,12886,9933,13310,14917,10057,29449,19661,10883,132846,56146,4569,144685,15704,1415472,95012,2498,10830,63445,12762
"pH10_3_C",13708,1129526,2537839,256750,35404,29183,74327,92575,5484,10841,1735,193331,47217,245111,49111,40348,603793,7991,18133,346633,24580,4889,22933,164934,59026,476240,21762,2389514,367835,124775,832977,258961,205578,8502,18510,15297,9790,14802,20242,10234,19898,23396,17483,324289,51929,4022,148702,21623,1895788,335186,4754,13328,105284,9718
"pH10_3_D",11060,709712,2527645,165694,29691,15444,30684,70184,3104,6565,2131,144648,49829,209103,26097,16168,505553,4584,12708,250800,17020,5427,16557,107398,45521,397137,11065,2380745,167802,92849,501337,151650,111997,3975,20508,10769,6062,7725,8312,5426,11233,10082,6043,230056,41132,4882,115087,20133,558317,611304,3491,3840,44855,5500
"pH10_3_F",10156,472446,3653380,234068,29091,14238,12716,84085,3186,7848,1853,196818,69153,325686,24971,10171,679783,5085,12667,454441,18484,5074,10985,148317,61872,613592,13455,2387707,212699,99707,496289,236312,116205,4233,21790,13516,6398,8725,7699,5526,13717,9917,3017,205756,51929,4329,134287,29857,184473,606969,3649,4372,57351,5214
"pH10_4_A",11317,1268167,3334346,347185,39885,57330,60052,205774,5447,8901,3025,303583,44724,212781,62751,97043,717747,8429,27368,430805,36658,5005,19695,109461,95523,455214,18703,20365,319135,116004,1435921,212486,392836,18611,21611,19548,14656,21938,26919,14941,46132,31489,12682,264868,93588,3107,193191,16617,2140682,52910,4900,26130,116985,20834
"pH10_4_B",8839,1247764,2741168,252566,30646,31653,24201,105612,3763,8330,2579,240021,56100,234415,29932,50350,349877,5951,16343,408276,25999,4719,17592,115707,77284,424461,12115,14863,194322,99269,1012024,211376,248769,6675,19102,10763,9478,15155,18059,9748,26443,19974,10258,230435,53780,3935,140426,22657,1347824,86262,3089,16882,63420,13880
"pH10_4_C",13000,1091708,2675385,265998,33631,29183,69507,113085,5620,10284,2101,192496,55725,278274,36381,40990,735620,8275,19933,371172,28630,5377,21473,129017,58546,521083,21341,55730,362753,140714,1054108,289213,203660,7937,19959,16823,9523,18397,25196,13170,33741,26544,13123,354436,52638,4347,158478,26366,1936466,250643,5086,29807,101649,15966
"pH10_4_D",13462,1358794,3323241,305704,37748,30826,66041,157894,5630,10963,3044,218305,101696,420045,53386,44503,825327,7815,21187,481314,35968,7651,24783,112663,67126,745800,15821,174785,247884,105025,806808,222886,241936,6266,29071,19055,13208,19984,18467,11093,25244,20509,15588,315204,61914,6410,203102,42391,1160574,596646,4931,17152,62160,13480
"pH10_4_E",11995,1460055,4356693,264291,49105,35619,72221,362717,5402,8982,2172,268168,34574,149763,59766,79674,1366204,6753,18704,383133,30547,5275,10623,29806,86280,247707,17562,16615,352117,117227,1011773,218496,252861,13404,13144,22658,14846,17406,25036,11391,47949,29050,16494,391798,98859,2534,148792,14429,1109998,18467,6179,24981,102259,14295
"pH10_4_F",19831,1993912,5877754,477982,53468,41504,84668,250039,8974,19539,3755,373219,153554,695441,72469,68743,1529167,13831,34302,940091,66641,10599,34635,239320,117702,1343150,33400,306818,554056,190581,1371461,473315,359651,10032,38395,27957,18750,30603,32833,18740,38861,35329,26321,696321,92300,8812,232899,62538,1263208,734373,7018,24975,133798,20668
"pH10_5_F",23184,2761942,8423739,581691,68546,52756,111502,399523,9915,21886,4702,351929,167993,662017,82617,79986,1938859,14696,35785,890270,69237,12741,40600,254393,110691,1205669,33515,109277,531108,248082,1816760,494921,501050,11025,51066,34772,24476,45617,46215,25816,63685,47874,30935,970155,100970,9848,255682,65572,1901211,931051,8947,59939,176551,33819
"pH10_6_A",16265,865335,2162808,914306,63975,141315,82047,341396,4991,11709,4567,714019,81356,330709,47646,44322,772748,10085,49652,677970,63564,7446,25717,45299,231864,718313,4798,6867,70493,188359,1973289,141667,278155,57861,35747,38684,23709,26874,22793,12318,55903,32782,13838,94543,169904,3901,404946,24897,1817027,41925,6113,37534,106650,19002
"pH10_6_B",14306,694440,2172827,1217895,53966,138868,32153,244512,4527,14631,6502,607272,84857,329801,55310,55840,488362,10693,57039,639134,85457,8782,31193,58677,201818,575131,3133,6262,27560,339348,2344547,168022,319064,47288,50191,61219,17727,43353,24800,20578,34476,35952,11216,66431,115715,7923,514000,32794,1630149,51958,5552,33858,100711,36048
"pH10_6_C",32432,1834403,4183143,1345064,100760,166180,110132,476023,7893,24124,8174,672989,131358,537678,65764,74725,1214928,14570,55075,911593,96269,14641,47162,123035,211508,962250,7579,9720,97675,357309,3058600,297624,537529,44955,74924,62484,29489,74530,59868,30215,103198,82104,24595,421637,193128,8514,721148,52745,1990541,178502,11300,85645,160550,47071
"pH10_6_D",25085,1475783,4243774,921663,79817,79848,99195,315725,6733,19362,7279,451153,143928,544677,62077,72807,881628,11851,43372,730551,80789,15547,43550,100772,144725,910449,7494,11749,105245,228637,2164600,295958,380430,13638,73162,51077,23001,63001,47465,29968,75377,52868,27630,442842,142962,10690,605516,57907,1470642,224501,9895,72192,100585,49863
"pH10_6_E",34713,1996167,4479122,1128355,144898,106543,141626,884478,6898,18051,8200,634423,86696,436939,70302,72804,2166564,10325,37414,773516,59699,16946,26263,12243,203968,518129,9413,8526,191151,311960,1888571,285738,432086,43273,65875,73256,27488,53446,57181,24310,103265,67906,26367,795826,261872,5911,590945,55222,1545639,25480,18355,73740,145835,38179
"pH10_6_F",15381,1079020,3395765,458331,46073,41655,57740,227343,4411,12697,3228,295429,97953,382170,43500,37664,898053,7336,22356,567416,52065,8482,24075,83940,93751,683183,8384,10924,121108,151344,1121279,175873,257883,6364,37165,24599,14364,34903,26252,14029,39694,28481,14908,398388,74499,6282,227561,36808,764626,328093,5494,37557,75956,20907
"pH10_7_A",34186,1406507,3549134,1039967,103380,162722,116614,455287,6657,21442,10604,806703,77766,357092,65497,97446,958398,12417,52287,673169,103191,18096,39698,72059,264568,703380,5863,6866,62341,308596,2791341,213089,427071,45830,84896,74671,30684,95216,68237,36311,92788,76586,23981,247284,225703,6591,782103,30935,1306863,69843,13623,72406,164178,55301
"pH10_7_B",25330,2224592,4183365,1112512,102447,114405,65107,324870,7482,30755,10374,778811,159431,603561,57532,76441,930939,14514,62654,869033,105342,20230,54463,84439,251039,1003954,6204,11412,68641,257352,3630341,344808,416301,20388,76988,58834,28295,113427,71231,44633,92776,72084,29391,349619,180373,12707,819805,63453,1223898,100614,10605,80507,151893,74722
"pH10_7_C",31101,2028307,4278980,1185619,98845,160325,147794,401672,8031,26363,9170,843251,121664,493010,68908,74374,1559498,14521,52122,806416,103700,17407,51105,110503,268606,821733,8587,10395,81781,492698,4453360,321162,504798,38044,78858,65486,29780,128514,81785,50499,111198,110738,29705,377083,199842,9007,752622,51265,1760472,116626,12782,94982,213991,79636
"pH10_7_D",31455,1669370,3374656,947236,97353,101044,94035,308742,6615,21390,10400,590557,132245,476060,48947,57195,791860,12075,44799,667093,90436,21485,45038,73087,192864,794412,5240,8205,61257,250865,2561590,267834,355933,16999,95764,59297,25606,80539,56938,34201,77605,56050,27820,291132,169031,12315,681866,50552,1157889,125541,12231,73057,109156,56319
"pH10_7_E",37716,2403495,4014644,1062498,126876,101563,139317,700423,5640,18840,9311,676494,70641,350326,64953,57369,2013598,8835,29899,636428,55384,19410,25646,7659,219511,392816,7372,6906,125225,373078,2755022,247733,354333,38630,61723,73676,28627,91406,71342,32098,145511,92107,20531,374044,244515,5579,592766,45249,1128136,29332,21807,85931,206357,46019
"pH10_7_F",47192,2835413,6517543,1470158,155461,129500,145543,596843,10447,36507,12794,989984,233591,842606,91744,90811,2248757,19371,67466,1295045,170551,31525,69284,135364,321910,1490311,10850,20396,131536,429990,3347246,337000,631711,19800,134834,80344,42402,124572,86533,44468,113033,85042,42410,765698,252385,19481,747255,83777,1769776,431544,17923,121343,203663,67573
"pH6_1_A",65048,39825,350544,1052023,154493,10864,9909,29799,4580,10413,205663,302111,114747,170035,13056,11814,109011,8105,14818,326413,23054,53791,45516,30625,99269,334311,4290,764384,52499,25351,70891,20694,46237,5012,144910,476672,3902,6203,4243,3165,11845,6436,2137,12601,91583,26083,1945604,16814,337617,585709,22919,1502,20948,3732
"pH6_1_B",24712,33296,359302,479682,67912,3767,2688,18894,2467,6118,65886,191317,82359,126519,6197,6505,53625,4670,7444,243358,8494,20744,32265,70332,61231,230029,2728,1588603,27186,8331,28219,10108,20709,2322,64101,212178,1931,1757,1351,986,2545,1890,1386,7810,38684,13084,984690,12730,345707,1587035,7584,642,10117,1130
"pH6_1_C",43149,87010,636900,1069689,110597,8980,9735,41008,4566,11710,107969,296347,120474,238319,13140,12761,95958,7415,14055,423458,21626,40899,43315,86437,92770,438564,5583,3072159,70580,33046,56012,23255,36047,5052,127915,429796,3303,4579,3680,2634,6464,4708,2256,19442,82437,25752,1631585,23403,975520,1441216,16433,1779,32997,3086
"pH6_1_D",79063,27978,261659,1137186,177975,9933,7166,30098,5370,12550,291762,356507,146250,183958,11753,14189,86571,9925,16222,366698,28954,75324,66833,49259,117505,340634,3065,919779,39308,27718,84818,15577,50520,5186,208131,532603,4115,5814,2902,2816,7900,4207,2483,14530,89576,31225,2433272,18658,317976,578619,23960,1138,14534,3456
"pH6_1_E",135208,173790,710052,2515115,427944,29174,35702,78192,9385,18040,383343,539354,71999,167289,38202,21384,257596,14082,24719,326437,34740,94693,76140,25905,186294,225229,7174,349581,98610,49061,159715,49455,105909,11227,244132,767611,7817,13994,12611,7968,38683,18229,3700,42641,221171,46527,3766993,19787,807368,835720,62200,5723,58490,11035
"pH6_1_F",78430,53763,537665,1119969,156712,10114,9311,35112,6919,13491,242541,391352,145377,189812,17684,14825,187355,11978,23987,348011,36482,61364,82987,108033,130587,302041,5158,1477086,74294,37869,172243,30131,75740,5514,176852,604388,4822,10151,4194,4304,12055,6496,3117,37577,106443,21682,2264508,22007,559044,731174,22238,1821,28987,5129
"pH6_2_A",4992,797750,1763772,153846,25216,12983,47198,26616,5986,6414,9381,70652,44632,154815,40694,10584,404840,5148,11146,173987,8752,5575,18345,155860,20996,188980,20242,1167538,221467,138928,383007,98325,71506,4099,17925,98546,3806,8595,9903,5593,11381,10122,2334,78895,21742,4968,191537,19821,3355535,1538989,3907,4819,78858,5051
"pH6_2_B",3273,513722,1070152,81333,20191,3763,6695,18837,2073,6150,7127,66657,42187,169571,20335,5118,143320,2269,4535,167602,10426,3493,10800,127982,20683,148576,6860,953911,99805,87686,154742,31567,26256,1435,11507,53423,1970,4387,3135,2482,5413,3691,1304,33366,11598,2987,148027,24026,1464692,1415652,1765,1807,40158,2478
"pH6_2_C",8867,479747,2095666,294962,51419,8428,15708,48079,4152,9960,24410,149504,101586,471071,28584,11336,236839,4595,8077,394240,20170,10145,23985,181968,46652,339344,13472,2225418,217136,107050,129887,65084,61079,3253,38640,152963,3525,7618,6769,4482,14979,9404,1968,54823,36151,11035,434576,71631,2062387,2409979,6160,4036,85201,4024
"pH6_2_D",10053,153664,1461474,308130,104817,3463,6723,32414,2471,9327,31445,126624,98375,414223,13919,8159,103635,3341,6865,371335,9817,11582,24989,180844,40543,351210,6105,1773174,86166,64457,94892,24380,44666,1795,38447,133113,1990,3804,2982,2041,6512,3824,1376,27610,34611,9628,564083,60265,1050940,2696535,6153,1658,41966,2054
"pH6_2_E",19389,120661,1689656,619513,157083,7801,13440,53837,2740,12788,60146,201541,57536,209127,16110,8804,171999,3854,7732,448773,13796,21202,23396,10996,64233,225580,4450,248870,48323,40048,96679,24300,32866,3150,66533,206768,2367,4136,5649,2195,12264,5927,1366,19057,72321,16781,1003417,25713,231329,2699835,15017,1951,55945,2844
"pH6_2_F",16442,209266,1363048,438806,114882,4334,6873,45918,3579,12261,56538,162009,110895,432528,17399,10644,120925,5080,11177,414193,15106,19340,41127,264099,53011,406842,7040,2550560,87680,70282,98543,33080,66903,2649,73387,237929,2629,4744,3609,2514,8544,4820,1841,55646,37868,14642,803927,61910,1321287,3745114,9170,1787,46261,2803
"pH6_3_A",4600,683656,1637337,148638,18308,15250,55873,32219,11753,5906,7609,95693,33717,125206,42610,43528,476657,5543,13588,178244,15023,5240,24185,122599,28849,212547,15864,1579021,215565,100621,443040,94541,94288,4805,14773,97693,4031,8888,12339,6372,15114,13754,3195,75832,17582,4358,162861,12693,4183192,441893,2962,7585,55129,6832
"pH6_3_B",3840,498498,795009,159608,10824,12088,21303,26811,4187,5755,7151,73222,40579,167160,24938,22132,223774,4316,11435,172307,21603,4185,21395,101319,22800,165732,10169,725988,149976,68039,358683,68474,40445,4008,11962,103477,3208,6706,9424,4524,10192,8238,2290,63865,11762,3443,207962,23395,2586126,411052,1562,4735,35578,5292
"pH6_3_C",4984,995080,1265308,95736,19016,11886,49172,20913,14856,7072,7051,69384,35048,130630,33673,15639,407017,4332,8033,128724,11191,5117,15830,112330,19901,126067,14181,680383,202095,82821,392099,85474,47830,3799,12608,54367,3339,8738,12197,5469,11728,14651,3807,92235,14817,4290,142531,18122,2724508,1057053,2154,4709,67190,5127
"pH6_3_D",9089,1161223,2095616,263592,50024,21838,51850,40324,17773,11066,23734,113548,59747,218822,56174,23805,507798,7066,16485,264626,16611,11967,33556,179373,36208,228986,16645,1118564,240199,134860,613738,100102,93676,6737,37940,132730,4913,15438,12583,8148,15582,13637,5673,145076,26910,8686,403768,29513,4564018,1839057,4470,5782,75567,8120
"pH6_3_E",11181,2111846,2974143,294259,65409,34972,86796,76173,19561,15180,20633,212863,61504,299075,62896,18614,1063907,7636,16967,426628,21703,12375,24421,31616,63285,206067,17521,184729,246942,173361,848123,136604,65850,6801,32636,135786,6506,16045,21020,8744,29672,32286,11079,261068,40923,9136,411912,44069,2285240,1786651,7065,8163,153370,9125
"pH6_3_F",8678,1361028,2353415,238967,42860,17714,45081,33509,34032,11378,20045,98169,52892,187226,48562,16936,543010,7537,15054,204591,18130,9624,33531,218750,29532,171193,20475,1494467,294938,117430,507520,150063,63059,6015,29751,109181,4413,14272,12877,8240,19230,16124,6509,263177,25882,7109,395536,26871,4746103,1190126,4120,6386,84892,7683
"pH6_4_A",4284,822445,1642802,291289,19484,38604,77112,64078,25181,9161,11419,177066,83975,302594,56772,69696,700347,8878,20360,450561,30241,6927,36956,119523,52071,545183,20504,115524,291284,90924,688742,127179,127270,9109,26140,225677,8927,16827,18994,10153,29029,23530,6598,75329,30298,4773,275363,29117,4699362,478416,3751,15002,74819,11397
"pH6_4_B",4263,631303,871849,188332,13294,24409,27386,42987,11886,7905,10104,113857,74457,243189,35592,28571,388410,6310,16357,326596,29398,5708,28737,111777,34234,321278,11922,42837,173355,72128,481002,72524,67061,6800,21926,146868,5876,11562,12173,6150,16737,11249,4208,73679,15743,3942,230683,29540,3019590,752372,2435,7865,44755,7602
"pH6_4_C",4921,836441,1502838,292954,21384,34591,73760,49423,21201,10568,11707,134372,88318,327312,49795,36202,602013,6899,15471,390004,27750,7212,28032,125453,39340,368948,16677,871763,250195,84713,539665,103017,82102,8445,27100,170587,6406,15370,18443,8835,23264,23134,5868,90098,22848,5453,387108,42013,3110792,1251496,3242,10232,91983,9804
"pH6_4_D",3869,701467,1265720,155365,19359,17286,48485,30942,14978,8154,9411,79325,54006,205915,42866,20281,418880,5309,10275,246235,19076,5000,19017,125081,24242,224773,14297,624479,228456,48965,430411,82353,71020,5227,15576,68963,4713,15136,15874,7958,20028,16574,6341,74160,16185,3809,252332,27099,2296603,829432,1913,6838,60302,8484
"pH6_4_E",7568,1678221,1681800,289346,36741,38676,85132,87143,17134,10652,18764,119257,45822,202204,75436,34743,695216,5602,12256,338744,28424,10403,15936,22794,35891,166183,12118,126634,167493,128832,482752,82317,94216,5386,31909,111916,5715,19826,16200,8789,31738,34241,7952,226907,23246,7069,344256,28643,2192259,1131943,5720,14060,99516,10221
"pH6_4_F",5127,527766,837183,184446,22535,17416,33617,37378,15957,7101,14211,82454,50513,155240,34190,28975,286612,4935,11694,240128,16657,7284,22330,87935,25938,198120,8638,542000,122463,63575,267204,57725,64974,4718,24750,107768,4540,9937,9812,4944,12180,10380,4244,80909,13884,5223,273707,19056,2280868,963676,2719,4238,42679,5490
"pH6_5_A",4572,544156,1404530,282056,18756,34919,45233,53862,13178,9054,12626,131331,66484,224431,30828,42623,454063,6012,19854,386893,22031,6934,27793,55593,39192,366905,8278,14668,118752,104520,734881,72869,71911,7885,22292,189247,6685,16100,13627,7546,17797,16016,3353,63131,38645,4805,363720,23236,2646701,575830,2921,12879,78070,9279
"pH6_5_B",4583,670940,989522,313692,17434,38762,29195,58391,10384,9948,17678,140345,90255,277581,29553,30068,441142,6992,20381,470011,29359,7786,36697,74977,42873,385569,8505,12647,127954,99859,616811,71177,66527,8932,31873,222372,6560,16525,15585,7725,20875,14745,5335,82449,27686,5013,424293,32457,2832401,945959,3386,13464,55759,10921
"pH6_5_C",4302,530963,713379,305379,15507,31753,34675,45601,5164,5934,14197,104251,54969,162627,19825,25460,297412,4506,10021,244871,17062,7183,21784,33114,30786,251196,6378,4809,85872,71959,291207,44446,53037,6677,28533,189583,4168,11559,12940,5504,14665,13185,2348,51723,17440,4537,301015,17913,2354103,486979,3343,11477,43598,7305
"pH6_5_D",5371,960114,1459673,244490,23988,25101,52903,48353,13868,8284,17407,91022,70431,248052,42683,35697,532485,5706,13105,337514,19150,8944,26195,113625,28458,292333,11954,91512,174664,100600,593227,83482,90057,6476,31063,123915,5631,17547,16266,7892,21119,15788,4563,116827,25223,6200,353403,31741,4576332,1137720,3599,12041,70150,9755
"pH6_5_E",6816,1517696,1910572,386704,36390,54646,83708,81818,23930,14344,18075,172056,60283,279001,46016,44956,999193,7235,15354,470292,31717,10596,21394,21816,52766,225726,11628,44336,201510,143767,670812,104262,89463,7162,30509,144318,7558,22505,21794,11119,45207,44743,8928,253266,33400,6761,479348,39764,2557187,1119129,6037,25564,124064,15248
"pH6_5_F",5771,669994,1161697,288171,22431,30669,45337,54654,18410,10664,15635,135065,83528,294792,40561,42860,462114,7103,17268,466315,26020,8158,31945,104292,42108,386334,10972,130630,168669,64927,498968,86256,86690,7317,30739,158852,7782,17100,14932,7399,23066,16524,7030,87990,24750,5252,471632,35021,2870920,978299,3235,8965,66291,8600
"pH6_6_A",4810,782394,1635050,356731,18701,39146,42792,57101,10667,11648,16128,166973,98673,293235,34542,32392,597072,7581,21416,450494,28845,8713,43989,93703,48896,376374,10417,9075,148745,112618,864669,90502,91703,10192,34526,205447,7308,25320,23404,10362,33181,20868,6558,101593,31485,5146,496722,36189,3498004,721522,3700,20115,73277,14553
"pH6_6_B",3709,617861,996685,217794,13722,23644,25919,34020,6218,7210,12976,104107,63297,184077,21406,19730,349817,4624,12935,282112,17860,6591,25976,59370,30431,235701,6839,5779,92292,92930,519078,53972,59906,5990,25135,119126,4286,14927,14010,6063,19610,12237,3979,76191,18461,4439,305098,22678,2660729,572122,2752,12170,43885,8566
"pH6_6_D",5582,652628,1347318,256747,22707,26031,39029,44006,6427,9166,20555,118167,69310,215986,29204,24724,412929,5681,14422,331962,17404,9908,28177,73034,36321,268811,8168,11030,119906,89803,621988,63161,76154,6596,31983,123792,5409,21187,16998,8541,27348,16153,5462,82776,28872,6300,425356,26874,3241966,601560,3683,17152,58031,10815
"pH6_6_E",22746,1844428,2454138,751627,62807,83431,136335,175972,20307,28035,38641,328221,85518,316596,61441,59381,1118412,11729,32893,755494,53406,25731,48371,21850,102692,337652,15881,9705,164861,269408,965491,140135,138903,16839,67999,526270,13116,50785,43152,24126,74342,57904,12942,359428,56389,15132,947384,40676,3444961,972387,10832,64831,231186,35823
"pH6_6_F",5874,608421,1270157,322229,22690,28351,42500,42903,9316,10397,21109,126293,65744,199384,31367,31822,464118,6433,16713,325996,20499,10599,32720,79002,39156,244162,9004,9252,134136,83564,525778,75741,74044,6395,37719,160909,5231,19985,20306,8380,29458,18771,5725,106037,31101,5608,534803,25071,3105014,803569,3915,18438,65654,11834
"pH6_7_A",10745,827178,1679324,615629,42254,78211,65063,125287,9289,15859,33724,351295,115460,349226,36772,52039,580715,10246,33024,676714,45453,16386,58430,45487,110649,593059,6839,6794,73091,174038,1394144,69082,110153,17531,65744,442423,11585,42288,25545,15340,35119,28502,8689,92985,108472,12048,758054,34479,3443394,348191,7128,30558,101460,20308
"pH6_7_B",10941,1215755,1589413,610825,45772,76369,73132,120686,9886,17346,30376,282169,59998,239167,36032,42884,694085,7861,18317,522473,37684,16696,29916,9967,88775,246454,8573,3895,84857,163012,767930,71155,90082,12530,51703,247575,9516,39146,26054,14145,52866,46556,8494,165181,47929,9152,782533,30897,2151348,375877,7685,34367,105776,19567
"pH6_7_C",11107,915246,1833144,689689,39801,73475,68057,96095,10110,16189,36085,278019,110712,350364,37061,37399,517781,9398,20745,571923,39785,18051,50320,57440,83500,499589,7958,7666,98288,107636,767823,67833,113329,14753,74072,326510,9836,43440,26141,13110,45295,32935,7413,91187,45343,9757,971764,40070,3291270,309630,7359,28324,92998,16242
"pH6_7_D",11039,852809,1676597,694476,44443,62984,64585,83227,9313,17800,45908,275383,121742,354729,34984,44853,600302,10736,27230,605689,42414,22197,65266,64492,87475,473625,7294,7349,90855,185459,1212088,71973,108878,15476,77095,361566,8962,42028,27962,14000,39123,25622,8453,118689,64770,14035,1025689,41910,3666530,427118,7872,32143,84090,19280
"pH6_7_F",10967,737595,1530986,586731,42331,52533,55664,82639,10878,17245,40801,239257,110487,325526,32808,55358,554106,10274,28211,607478,38873,21260,59800,78276,76005,457618,7306,5792,91246,111195,926226,79630,96627,11615,72723,292755,10521,33861,23481,10684,35855,21531,7904,118558,65057,9639,965108,37328,3621968,501690,7291,25793,82842,14862
"pH8_1_A",1346,362738,884267,17283,3455,3366,22117,5946,4743,2633,920,14703,6670,29778,28180,3293,188990,2649,3707,25077,4965,775,4140,112453,3789,24237,13508,1749865,193912,102124,136810,72368,37096,1931,1755,8053,1005,4613,7638,3742,8179,7174,1566,56542,4620,1104,16013,3810,2381914,158096,1067,3607,44038,3063
"pH8_1_B",2055,281211,789784,20919,8633,1299,4539,9721,1195,1979,1677,11861,8463,36623,8852,2931,43975,1386,2356,21385,1960,1323,3031,180197,3118,28091,6841,4167150,96414,50349,42691,30006,31899,1194,2901,10865,713,2755,2839,1878,5703,3829,761,31639,3854,1797,26746,5477,2199978,853670,1028,2252,21529,1623
"pH8_1_C",1394,58994,413365,26467,5647,1177,4331,7112,883,2090,1254,17992,10521,39984,5392,2401,52107,1049,1544,44367,3385,1004,3111,59283,5137,46348,5259,2031121,79386,15458,23557,21308,12378,896,2873,10765,436,1780,2281,1541,4287,2886,518,9679,6508,1262,34736,4723,578870,456150,1207,1465,17842,1261
"pH8_1_D",16453,32253,370142,271825,49577,3787,6513,16641,1973,5551,53520,161352,47296,80957,11023,5409,64289,3653,7288,168813,9631,19224,24073,86409,52730,161125,3982,1871150,56314,26101,68539,17181,42495,2107,69655,149438,1474,3554,2356,2072,4106,3061,1209,12039,41759,11738,545428,7445,375348,691302,9163,1266,16232,2280
"pH8_1_E",145652,950760,5312267,1859340,607530,50431,84131,196674,11858,25082,311455,724647,72742,211427,129045,22537,624124,16451,32378,425663,28792,111113,127006,80875,234278,256158,21220,2379171,331815,112671,247136,125775,227173,18981,367367,669901,9360,21031,25418,14114,49665,27304,5208,114703,551858,74256,2559945,26764,2920070,4529234,161601,13960,182164,17622
"pH8_1_F",94317,211568,2303031,1471379,262799,18469,26483,122014,12163,27724,236829,726627,254310,456724,63515,25386,384200,19593,42230,987961,43827,106505,130792,566304,239821,892129,17261,10738643,257521,118899,344271,91985,256226,10770,375685,787543,8440,19229,10750,9865,24776,16254,6304,118317,178687,46824,2637759,44727,2331469,2534291,48949,6120,93124,10495
