JGI_filename,Filename,Treatment,Day,Replicate,JGI_genome_portal,Dataset,order,variable
pH6ome_63_FD.fastq.gz,pH6_1_A_mt.fastq.gz,pH6,1,A,3300046639,Metatranscriptomic,1,pH6_1_A_mt
pH6ome_64_FD.fastq.gz,pH6_1_B_mt.fastq.gz,pH6,1,B,3300046682,Metatranscriptomic,2,pH6_1_B_mt
pH6ome_65_FD.fastq.gz,pH6_1_C_mt.fastq.gz,pH6,1,C,3300046540,Metatranscriptomic,3,pH6_1_C_mt
pH6ome_66_FD.fastq.gz,pH6_1_D_mt.fastq.gz,pH6,1,D,3300046640,Metatranscriptomic,4,pH6_1_D_mt
pH6ome_73_FD.fastq.gz,pH6_1_E_mt.fastq.gz,pH6,1,E,3300046644,Metatranscriptomic,5,pH6_1_E_mt
pH6ome_74_FD.fastq.gz,pH6_1_F_mt.fastq.gz,pH6,1,F,3300047613,Metatranscriptomic,6,pH6_1_F_mt
MESome_70_FD.fastq.gz,MES_1_C_mt.fastq.gz,MES,1,C,3300046649,Metatranscriptomic,7,MES_1_C_mt
MESome_71_FD.fastq.gz,MES_1_E_mt.fastq.gz,MES,1,E,3300046541,Metatranscriptomic,8,MES_1_E_mt
G05ome_68_FD.fastq.gz,G05_1_A_mt.fastq.gz,G05,1,A,3300046650,Metatranscriptomic,9,G05_1_A_mt
G05ome_69_FD.fastq.gz,G05_1_B_mt.fastq.gz,G05,1,B,3300046553,Metatranscriptomic,10,G05_1_B_mt
G05ome_70_FD.fastq.gz,G05_1_C_mt.fastq.gz,G05,1,C,3300046544,Metatranscriptomic,11,G05_1_C_mt
G05ome_71_FD.fastq.gz,G05_1_D_mt.fastq.gz,G05,1,D,3300048600,Metatranscriptomic,12,G05_1_D_mt
G05ome_72_FD.fastq.gz,G05_1_E_mt.fastq.gz,G05,1,E,3300048601,Metatranscriptomic,13,G05_1_E_mt
G05ome_73_FD.fastq.gz,G05_1_F_mt.fastq.gz,G05,1,F,3300048602,Metatranscriptomic,14,G05_1_F_mt
G10ome_76_FD.fastq.gz,G10_1_A_mt.fastq.gz,G10,1,A,3300048603,Metatranscriptomic,15,G10_1_A_mt
G10ome_77_FD.fastq.gz,G10_1_B_mt.fastq.gz,G10,1,B,3300048604,Metatranscriptomic,16,G10_1_B_mt
G10ome_78_FD.fastq.gz,G10_1_C_mt.fastq.gz,G10,1,C,3300048605,Metatranscriptomic,17,G10_1_C_mt
G10ome_79_FD.fastq.gz,G10_1_D_mt.fastq.gz,G10,1,D,3300046545,Metatranscriptomic,18,G10_1_D_mt
G10ome_80_FD.fastq.gz,G10_1_E_mt.fastq.gz,G10,1,E,3300046546,Metatranscriptomic,19,G10_1_E_mt
G10ome_81_FD.fastq.gz,G10_1_F_mt.fastq.gz,G10,1,F,3300046651,Metatranscriptomic,20,G10_1_F_mt
pH8ome_73_FD.fastq.gz,pH8_1_B_mt.fastq.gz,pH8,1,B,3300046547,Metatranscriptomic,21,pH8_1_B_mt
pH8ome_74_FD.fastq.gz,pH8_1_C_mt.fastq.gz,pH8,1,C,3300046548,Metatranscriptomic,22,pH8_1_C_mt
pH8ome_75_FD.fastq.gz,pH8_1_D_mt.fastq.gz,pH8,1,D,3300046549,Metatranscriptomic,23,pH8_1_D_mt
pH8ome_76_FD.fastq.gz,pH8_1_E_mt.fastq.gz,pH8,1,E,3300046550,Metatranscriptomic,24,pH8_1_E_mt
pH8ome_77_FD.fastq.gz,pH8_1_F_mt.fastq.gz,pH8,1,F,3300046551,Metatranscriptomic,25,pH8_1_F_mt
pH1ome_68_FD.fastq.gz,pH10_1_A_mt.fastq.gz,pH10,1,A,3300046202,Metatranscriptomic,26,pH10_1_A_mt
pH1ome_69_FD.fastq.gz,pH10_1_C_mt.fastq.gz,pH10,1,C,3300046203,Metatranscriptomic,27,pH10_1_C_mt
pH1ome_70_FD.fastq.gz,pH10_1_D_mt.fastq.gz,pH10,1,D,3300046204,Metatranscriptomic,28,pH10_1_D_mt
pH1ome_71_FD.fastq.gz,pH10_1_E_mt.fastq.gz,pH10,1,E,3300046205,Metatranscriptomic,29,pH10_1_E_mt
pH1ome_72_FD.fastq.gz,pH10_1_F_mt.fastq.gz,pH10,1,F,3300046206,Metatranscriptomic,30,pH10_1_F_mt
pH6ome_77_FD.fastq.gz,pH6_2_A_mt.fastq.gz,pH6,2,A,3300046207,Metatranscriptomic,31,pH6_2_A_mt
pH6ome_78_FD.fastq.gz,pH6_2_B_mt.fastq.gz,pH6,2,B,3300046208,Metatranscriptomic,32,pH6_2_B_mt
pH6ome_79_FD.fastq.gz,pH6_2_C_mt.fastq.gz,pH6,2,C,3300046209,Metatranscriptomic,33,pH6_2_C_mt
pH6ome_80_FD.fastq.gz,pH6_2_D_mt.fastq.gz,pH6,2,D,3300046210,Metatranscriptomic,34,pH6_2_D_mt
pH6ome_75_FD.fastq.gz,pH6_2_E_mt.fastq.gz,pH6,2,E,3300046211,Metatranscriptomic,35,pH6_2_E_mt
pH6ome_76_FD.fastq.gz,pH6_2_F_mt.fastq.gz,pH6,2,F,3300046212,Metatranscriptomic,36,pH6_2_F_mt
MESome_72_FD.fastq.gz,MES_2_A_mt.fastq.gz,MES,2,A,3300046213,Metatranscriptomic,37,MES_2_A_mt
MESome_73_FD.fastq.gz,MES_2_B_mt.fastq.gz,MES,2,B,3300046214,Metatranscriptomic,38,MES_2_B_mt
MESome_74_FD.fastq.gz,MES_2_C_mt.fastq.gz,MES,2,C,3300046174,Metatranscriptomic,39,MES_2_C_mt
MESome_75_FD.fastq.gz,MES_2_D_mt.fastq.gz,MES,2,D,3300046175,Metatranscriptomic,40,MES_2_D_mt
MESome_76_FD.fastq.gz,MES_2_E_mt.fastq.gz,MES,2,E,3300046176,Metatranscriptomic,41,MES_2_E_mt
MESome_77_FD.fastq.gz,MES_2_F_mt.fastq.gz,MES,2,F,3300046239,Metatranscriptomic,42,MES_2_F_mt
G05ome_74_FD.fastq.gz,G05_2_A_mt.fastq.gz,G05,2,A,3300046240,Metatranscriptomic,43,G05_2_A_mt
G05ome_75_FD.fastq.gz,G05_2_B_mt.fastq.gz,G05,2,B,3300046241,Metatranscriptomic,44,G05_2_B_mt
G05ome_58_FD.fastq.gz,G05_2_C_mt.fastq.gz,G05,2,C,3300046242,Metatranscriptomic,45,G05_2_C_mt
G05ome_59_FD.fastq.gz,G05_2_D_mt.fastq.gz,G05,2,D,3300046243,Metatranscriptomic,46,G05_2_D_mt
G05ome_60_FD.fastq.gz,G05_2_E_mt.fastq.gz,G05,2,E,3300046244,Metatranscriptomic,47,G05_2_E_mt
G05ome_61_FD.fastq.gz,G05_2_F_mt.fastq.gz,G05,2,F,3300046245,Metatranscriptomic,48,G05_2_F_mt
G10ome_69_FD.fastq.gz,G10_2_A_mt.fastq.gz,G10,2,A,3300046246,Metatranscriptomic,49,G10_2_A_mt
G10ome_70_FD.fastq.gz,G10_2_B_mt.fastq.gz,G10,2,B,3300046247,Metatranscriptomic,50,G10_2_B_mt
G10ome_71_FD.fastq.gz,G10_2_C_mt.fastq.gz,G10,2,C,3300046248,Metatranscriptomic,51,G10_2_C_mt
G10ome_72_FD.fastq.gz,G10_2_D_mt.fastq.gz,G10,2,D,3300046249,Metatranscriptomic,52,G10_2_D_mt
G10ome_73_FD.fastq.gz,G10_2_E_mt.fastq.gz,G10,2,E,3300046250,Metatranscriptomic,53,G10_2_E_mt
G10ome_74_FD.fastq.gz,G10_2_F_mt.fastq.gz,G10,2,F,3300046251,Metatranscriptomic,54,G10_2_F_mt
pH8ome_67_FD.fastq.gz,pH8_2_A_mt.fastq.gz,pH8,2,A,3300046252,Metatranscriptomic,55,pH8_2_A_mt
pH8ome_68_FD.fastq.gz,pH8_2_B_mt.fastq.gz,pH8,2,B,3300046253,Metatranscriptomic,56,pH8_2_B_mt
pH8ome_69_FD.fastq.gz,pH8_2_C_mt.fastq.gz,pH8,2,C,3300046254,Metatranscriptomic,57,pH8_2_C_mt
pH8ome_70_FD.fastq.gz,pH8_2_D_mt.fastq.gz,pH8,2,D,3300046255,Metatranscriptomic,58,pH8_2_D_mt
pH8ome_71_FD.fastq.gz,pH8_2_E_mt.fastq.gz,pH8,2,E,3300046256,Metatranscriptomic,59,pH8_2_E_mt
pH8ome_72_FD.fastq.gz,pH8_2_F_mt.fastq.gz,pH8,2,F,3300046257,Metatranscriptomic,60,pH8_2_F_mt
pH1ome_62_FD.fastq.gz,pH10_2_A_mt.fastq.gz,pH10,2,A,3300046258,Metatranscriptomic,61,pH10_2_A_mt
pH1ome_63_FD.fastq.gz,pH10_2_B_mt.fastq.gz,pH10,2,B,3300046326,Metatranscriptomic,62,pH10_2_B_mt
pH1ome_64_FD.fastq.gz,pH10_2_C_mt.fastq.gz,pH10,2,C,3300046259,Metatranscriptomic,63,pH10_2_C_mt
pH1ome_65_FD.fastq.gz,pH10_2_D_mt.fastq.gz,pH10,2,D,3300046260,Metatranscriptomic,64,pH10_2_D_mt
pH1ome_66_FD.fastq.gz,pH10_2_E_mt.fastq.gz,pH10,2,E,3300046261,Metatranscriptomic,65,pH10_2_E_mt
pH1ome_67_FD.fastq.gz,pH10_2_F_mt.fastq.gz,pH10,2,F,3300046177,Metatranscriptomic,66,pH10_2_F_mt
pH6ome_67_FD.fastq.gz,pH6_3_A_mt.fastq.gz,pH6,3,A,3300046178,Metatranscriptomic,67,pH6_3_A_mt
pH6ome_68_FD.fastq.gz,pH6_3_B_mt.fastq.gz,pH6,3,B,3300046179,Metatranscriptomic,68,pH6_3_B_mt
pH6ome_69_FD.fastq.gz,pH6_3_C_mt.fastq.gz,pH6,3,C,3300046180,Metatranscriptomic,69,pH6_3_C_mt
pH6ome_70_FD.fastq.gz,pH6_3_D_mt.fastq.gz,pH6,3,D,3300046181,Metatranscriptomic,70,pH6_3_D_mt
pH6ome_71_FD.fastq.gz,pH6_3_E_mt.fastq.gz,pH6,3,E,3300046182,Metatranscriptomic,71,pH6_3_E_mt
pH6ome_72_FD.fastq.gz,pH6_3_F_mt.fastq.gz,pH6,3,F,3300046215,Metatranscriptomic,72,pH6_3_F_mt
MESome_68_FD.fastq.gz,MES_3_A_mt.fastq.gz,MES,3,A,3300046552,Metatranscriptomic,73,MES_3_A_mt
MESome_69_FD.fastq.gz,MES_3_B_mt.fastq.gz,MES,3,B,3300047338,Metatranscriptomic,74,MES_3_B_mt
MESome_65_FD.fastq.gz,MES_3_C_mt.fastq.gz,MES,3,C,3300047614,Metatranscriptomic,75,MES_3_C_mt
MESome_66_FD.fastq.gz,MES_3_D_mt.fastq.gz,MES,3,D,3300047339,Metatranscriptomic,76,MES_3_D_mt
MESome_67_FD.fastq.gz,MES_3_F_mt.fastq.gz,MES,3,F,3300047340,Metatranscriptomic,77,MES_3_F_mt
G05ome_62_FD.fastq.gz,G05_3_A_mt.fastq.gz,G05,3,A,3300047341,Metatranscriptomic,78,G05_3_A_mt
G05ome_63_FD.fastq.gz,G05_3_B_mt.fastq.gz,G05,3,B,3300047342,Metatranscriptomic,79,G05_3_B_mt
G05ome_64_FD.fastq.gz,G05_3_C_mt.fastq.gz,G05,3,C,3300047343,Metatranscriptomic,80,G05_3_C_mt
G05ome_65_FD.fastq.gz,G05_3_D_mt.fastq.gz,G05,3,D,3300047344,Metatranscriptomic,81,G05_3_D_mt
G05ome_66_FD.fastq.gz,G05_3_E_mt.fastq.gz,G05,3,E,3300047345,Metatranscriptomic,82,G05_3_E_mt
G05ome_67_FD.fastq.gz,G05_3_F_mt.fastq.gz,G05,3,F,3300047346,Metatranscriptomic,83,G05_3_F_mt
G10ome_75_FD.fastq.gz,G10_3_A_mt.fastq.gz,G10,3,A,3300047347,Metatranscriptomic,84,G10_3_A_mt
G10ome_37_FD.fastq.gz,G10_3_B_mt.fastq.gz,G10,3,B,3300047348,Metatranscriptomic,85,G10_3_B_mt
G10ome_38_FD.fastq.gz,G10_3_C_mt.fastq.gz,G10,3,C,3300046730,Metatranscriptomic,86,G10_3_C_mt
G10ome_39_FD.fastq.gz,G10_3_D_mt.fastq.gz,G10,3,D,3300046731,Metatranscriptomic,87,G10_3_D_mt
G10ome_40_FD.fastq.gz,G10_3_E_mt.fastq.gz,G10,3,E,3300047615,Metatranscriptomic,88,G10_3_E_mt
G10ome_41_FD.fastq.gz,G10_3_F_mt.fastq.gz,G10,3,F,3300047616,Metatranscriptomic,89,G10_3_F_mt
pH8ome_37_FD.fastq.gz,pH8_3_A_mt.fastq.gz,pH8,3,A,3300047617,Metatranscriptomic,90,pH8_3_A_mt
pH8ome_38_FD.fastq.gz,pH8_3_D_mt.fastq.gz,pH8,3,D,3300047349,Metatranscriptomic,91,pH8_3_D_mt
pH8ome_39_FD.fastq.gz,pH8_3_E_mt.fastq.gz,pH8,3,E,3300047619,Metatranscriptomic,92,pH8_3_E_mt
pH8ome_40_FD.fastq.gz,pH8_3_F_mt.fastq.gz,pH8,3,F,3300046262,Metatranscriptomic,93,pH8_3_F_mt
pH1ome_38_FD.fastq.gz,pH10_3_C_mt.fastq.gz,pH10,3,C,3300046263,Metatranscriptomic,94,pH10_3_C_mt
pH1ome_37_FD.fastq.gz,pH10_3_F_mt.fastq.gz,pH10,3,F,3300046264,Metatranscriptomic,95,pH10_3_F_mt
pH6ome_42_FD.fastq.gz,pH6_4_B_mt.fastq.gz,pH6,4,B,3300046265,Metatranscriptomic,96,pH6_4_B_mt
pH6ome_43_FD.fastq.gz,pH6_4_C_mt.fastq.gz,pH6,4,C,3300046266,Metatranscriptomic,97,pH6_4_C_mt
pH6ome_44_FD.fastq.gz,pH6_4_E_mt.fastq.gz,pH6,4,E,3300046267,Metatranscriptomic,98,pH6_4_E_mt
pH6ome_45_FD.fastq.gz,pH6_4_F_mt.fastq.gz,pH6,4,F,3300046268,Metatranscriptomic,99,pH6_4_F_mt
MESome_43_FD.fastq.gz,MES_4_A_mt.fastq.gz,MES,4,A,3300046269,Metatranscriptomic,100,MES_4_A_mt
MESome_44_FD.fastq.gz,MES_4_B_mt.fastq.gz,MES,4,B,3300046270,Metatranscriptomic,101,MES_4_B_mt
MESome_45_FD.fastq.gz,MES_4_C_mt.fastq.gz,MES,4,C,3300046271,Metatranscriptomic,102,MES_4_C_mt
MESome_46_FD.fastq.gz,MES_4_F_mt.fastq.gz,MES,4,F,3300046272,Metatranscriptomic,103,MES_4_F_mt
G05ome_38_FD.fastq.gz,G05_4_B_mt.fastq.gz,G05,4,B,3300046273,Metatranscriptomic,104,G05_4_B_mt
G05ome_39_FD.fastq.gz,G05_4_C_mt.fastq.gz,G05,4,C,3300046274,Metatranscriptomic,105,G05_4_C_mt
G05ome_40_FD.fastq.gz,G05_4_D_mt.fastq.gz,G05,4,D,3300046275,Metatranscriptomic,106,G05_4_D_mt
G05ome_41_FD.fastq.gz,G05_4_E_mt.fastq.gz,G05,4,E,3300046276,Metatranscriptomic,107,G05_4_E_mt
G05ome_42_FD.fastq.gz,G05_4_F_mt.fastq.gz,G05,4,F,3300046277,Metatranscriptomic,108,G05_4_F_mt
G10ome_42_FD.fastq.gz,G10_4_A_mt.fastq.gz,G10,4,A,3300046278,Metatranscriptomic,109,G10_4_A_mt
G10ome_43_FD.fastq.gz,G10_4_B_mt.fastq.gz,G10,4,B,3300046279,Metatranscriptomic,110,G10_4_B_mt
G10ome_44_FD.fastq.gz,G10_4_C_mt.fastq.gz,G10,4,C,3300046280,Metatranscriptomic,111,G10_4_C_mt
G10ome_45_FD.fastq.gz,G10_4_D_mt.fastq.gz,G10,4,D,3300046281,Metatranscriptomic,112,G10_4_D_mt
G10ome_46_FD.fastq.gz,G10_4_E_mt.fastq.gz,G10,4,E,3300046282,Metatranscriptomic,113,G10_4_E_mt
G10ome_47_FD.fastq.gz,G10_4_F_mt.fastq.gz,G10,4,F,3300046283,Metatranscriptomic,114,G10_4_F_mt
pH8ome_41_FD.fastq.gz,pH8_4_B_mt.fastq.gz,pH8,4,B,3300046216,Metatranscriptomic,115,pH8_4_B_mt
pH8ome_42_FD.fastq.gz,pH8_4_C_mt.fastq.gz,pH8,4,C,3300046217,Metatranscriptomic,116,pH8_4_C_mt
pH8ome_43_FD.fastq.gz,pH8_4_E_mt.fastq.gz,pH8,4,E,3300046325,Metatranscriptomic,117,pH8_4_E_mt
pH8ome_44_FD.fastq.gz,pH8_4_F_mt.fastq.gz,pH8,4,F,3300046218,Metatranscriptomic,118,pH8_4_F_mt
pH1ome_39_FD.fastq.gz,pH10_4_F_mt.fastq.gz,pH10,4,F,3300046219,Metatranscriptomic,119,pH10_4_F_mt
pH6ome_46_FD.fastq.gz,pH6_5_A_mt.fastq.gz,pH6,5,A,3300046220,Metatranscriptomic,120,pH6_5_A_mt
pH6ome_47_FD.fastq.gz,pH6_5_B_mt.fastq.gz,pH6,5,B,3300046221,Metatranscriptomic,121,pH6_5_B_mt
pH6ome_48_FD.fastq.gz,pH6_5_C_mt.fastq.gz,pH6,5,C,3300046222,Metatranscriptomic,122,pH6_5_C_mt
pH6ome_49_FD.fastq.gz,pH6_5_D_mt.fastq.gz,pH6,5,D,3300046223,Metatranscriptomic,123,pH6_5_D_mt
pH6ome_50_FD.fastq.gz,pH6_5_E_mt.fastq.gz,pH6,5,E,3300046224,Metatranscriptomic,124,pH6_5_E_mt
pH6ome_51_FD.fastq.gz,pH6_5_F_mt.fastq.gz,pH6,5,F,3300046225,Metatranscriptomic,125,pH6_5_F_mt
MESome_50_FD.fastq.gz,MES_5_A_mt.fastq.gz,MES,5,A,3300046226,Metatranscriptomic,126,MES_5_A_mt
MESome_51_FD.fastq.gz,MES_5_B_mt.fastq.gz,MES,5,B,3300046227,Metatranscriptomic,127,MES_5_B_mt
MESome_52_FD.fastq.gz,MES_5_C_mt.fastq.gz,MES,5,C,3300046228,Metatranscriptomic,128,MES_5_C_mt
MESome_53_FD.fastq.gz,MES_5_D_mt.fastq.gz,MES,5,D,3300046229,Metatranscriptomic,129,MES_5_D_mt
MESome_54_FD.fastq.gz,MES_5_E_mt.fastq.gz,MES,5,E,3300046230,Metatranscriptomic,130,MES_5_E_mt
MESome_55_FD.fastq.gz,MES_5_F_mt.fastq.gz,MES,5,F,3300046231,Metatranscriptomic,131,MES_5_F_mt
G05ome_52_FD.fastq.gz,G05_5_A_mt.fastq.gz,G05,5,A,3300046232,Metatranscriptomic,132,G05_5_A_mt
G05ome_53_FD.fastq.gz,G05_5_B_mt.fastq.gz,G05,5,B,3300046233,Metatranscriptomic,133,G05_5_B_mt
G05ome_54_FD.fastq.gz,G05_5_C_mt.fastq.gz,G05,5,C,3300046234,Metatranscriptomic,134,G05_5_C_mt
G05ome_49_FD.fastq.gz,G05_5_D_mt.fastq.gz,G05,5,D,3300046235,Metatranscriptomic,135,G05_5_D_mt
G05ome_50_FD.fastq.gz,G05_5_E_mt.fastq.gz,G05,5,E,3300046236,Metatranscriptomic,136,G05_5_E_mt
G05ome_51_FD.fastq.gz,G05_5_F_mt.fastq.gz,G05,5,F,3300046237,Metatranscriptomic,137,G05_5_F_mt
G10ome_54_FD.fastq.gz,G10_5_A_mt.fastq.gz,G10,5,A,3300046238,Metatranscriptomic,138,G10_5_A_mt
G10ome_55_FD.fastq.gz,G10_5_B_mt.fastq.gz,G10,5,B,3300046307,Metatranscriptomic,139,G10_5_B_mt
G10ome_56_FD.fastq.gz,G10_5_C_mt.fastq.gz,G10,5,C,3300046308,Metatranscriptomic,140,G10_5_C_mt
G10ome_57_FD.fastq.gz,G10_5_D_mt.fastq.gz,G10,5,D,3300046309,Metatranscriptomic,141,G10_5_D_mt
G10ome_58_FD.fastq.gz,G10_5_E_mt.fastq.gz,G10,5,E,3300048525,Metatranscriptomic,142,G10_5_E_mt
G10ome_59_FD.fastq.gz,G10_5_F_mt.fastq.gz,G10,5,F,3300046310,Metatranscriptomic,143,G10_5_F_mt
pH8ome_50_FD.fastq.gz,pH8_5_A_mt.fastq.gz,pH8,5,A,3300046284,Metatranscriptomic,144,pH8_5_A_mt
pH8ome_51_FD.fastq.gz,pH8_5_B_mt.fastq.gz,pH8,5,B,3300046285,Metatranscriptomic,145,pH8_5_B_mt
pH8ome_52_FD.fastq.gz,pH8_5_C_mt.fastq.gz,pH8,5,C,3300046286,Metatranscriptomic,146,pH8_5_C_mt
pH8ome_53_FD.fastq.gz,pH8_5_D_mt.fastq.gz,pH8,5,D,3300046287,Metatranscriptomic,147,pH8_5_D_mt
pH8ome_54_FD.fastq.gz,pH8_5_E_mt.fastq.gz,pH8,5,E,3300046288,Metatranscriptomic,148,pH8_5_E_mt
pH8ome_55_FD.fastq.gz,pH8_5_F_mt.fastq.gz,pH8,5,F,3300046289,Metatranscriptomic,149,pH8_5_F_mt
pH1ome_41_FD.fastq.gz,pH10_5_A_mt.fastq.gz,pH10,5,A,3300046290,Metatranscriptomic,150,pH10_5_A_mt
pH1ome_42_FD.fastq.gz,pH10_5_B_mt.fastq.gz,pH10,5,B,3300046291,Metatranscriptomic,151,pH10_5_B_mt
pH1ome_43_FD.fastq.gz,pH10_5_C_mt.fastq.gz,pH10,5,C,3300046292,Metatranscriptomic,152,pH10_5_C_mt
pH1ome_44_FD.fastq.gz,pH10_5_D_mt.fastq.gz,pH10,5,D,3300046293,Metatranscriptomic,153,pH10_5_D_mt
pH1ome_45_FD.fastq.gz,pH10_5_E_mt.fastq.gz,pH10,5,E,3300046294,Metatranscriptomic,154,pH10_5_E_mt
pH1ome_40_FD.fastq.gz,pH10_5_F_mt.fastq.gz,pH10,5,F,3300046295,Metatranscriptomic,155,pH10_5_F_mt
pH6ome_52_FD.fastq.gz,pH6_6_A_mt.fastq.gz,pH6,6,A,3300046296,Metatranscriptomic,156,pH6_6_A_mt
pH6ome_53_FD.fastq.gz,pH6_6_B_mt.fastq.gz,pH6,6,B,3300046297,Metatranscriptomic,157,pH6_6_B_mt
pH6ome_54_FD.fastq.gz,pH6_6_C_mt.fastq.gz,pH6,6,C,3300046298,Metatranscriptomic,158,pH6_6_C_mt
pH6ome_55_FD.fastq.gz,pH6_6_D_mt.fastq.gz,pH6,6,D,3300046299,Metatranscriptomic,159,pH6_6_D_mt
pH6ome_56_FD.fastq.gz,pH6_6_E_mt.fastq.gz,pH6,6,E,3300046300,Metatranscriptomic,160,pH6_6_E_mt
pH6ome_57_FD.fastq.gz,pH6_6_F_mt.fastq.gz,pH6,6,F,3300046301,Metatranscriptomic,161,pH6_6_F_mt
MESome_56_FD.fastq.gz,MES_6_A_mt.fastq.gz,MES,6,A,3300046302,Metatranscriptomic,162,MES_6_A_mt
MESome_57_FD.fastq.gz,MES_6_B_mt.fastq.gz,MES,6,B,3300046303,Metatranscriptomic,163,MES_6_B_mt
MESome_58_FD.fastq.gz,MES_6_C_mt.fastq.gz,MES,6,C,3300046173,Metatranscriptomic,164,MES_6_C_mt
MESome_47_FD.fastq.gz,MES_6_D_mt.fastq.gz,MES,6,D,3300046172,Metatranscriptomic,165,MES_6_D_mt
MESome_48_FD.fastq.gz,MES_6_E_mt.fastq.gz,MES,6,E,3300046192,Metatranscriptomic,166,MES_6_E_mt
G05ome_43_FD.fastq.gz,G05_6_A_mt.fastq.gz,G05,6,A,3300046324,Metatranscriptomic,168,G05_6_A_mt
G05ome_44_FD.fastq.gz,G05_6_B_mt.fastq.gz,G05,6,B,3300046193,Metatranscriptomic,169,G05_6_B_mt
G05ome_45_FD.fastq.gz,G05_6_C_mt.fastq.gz,G05,6,C,3300046194,Metatranscriptomic,170,G05_6_C_mt
G05ome_46_FD.fastq.gz,G05_6_D_mt.fastq.gz,G05,6,D,3300046195,Metatranscriptomic,171,G05_6_D_mt
G05ome_47_FD.fastq.gz,G05_6_E_mt.fastq.gz,G05,6,E,3300046196,Metatranscriptomic,172,G05_6_E_mt
G05ome_48_FD.fastq.gz,G05_6_F_mt.fastq.gz,G05,6,F,3300046183,Metatranscriptomic,173,G05_6_F_mt
G10ome_53_FD.fastq.gz,G10_6_A_mt.fastq.gz,G10,6,A,3300046184,Metatranscriptomic,174,G10_6_A_mt
G10ome_48_FD.fastq.gz,G10_6_B_mt.fastq.gz,G10,6,B,3300046185,Metatranscriptomic,175,G10_6_B_mt
G10ome_49_FD.fastq.gz,G10_6_C_mt.fastq.gz,G10,6,C,3300046186,Metatranscriptomic,176,G10_6_C_mt
G10ome_50_FD.fastq.gz,G10_6_D_mt.fastq.gz,G10,6,D,3300046187,Metatranscriptomic,177,G10_6_D_mt
G10ome_51_FD.fastq.gz,G10_6_E_mt.fastq.gz,G10,6,E,3300046188,Metatranscriptomic,178,G10_6_E_mt
G10ome_52_FD.fastq.gz,G10_6_F_mt.fastq.gz,G10,6,F,3300046189,Metatranscriptomic,179,G10_6_F_mt
pH8ome_45_FD.fastq.gz,pH8_6_A_mt.fastq.gz,pH8,6,A,3300046197,Metatranscriptomic,180,pH8_6_A_mt
pH8ome_46_FD.fastq.gz,pH8_6_B_mt.fastq.gz,pH8,6,B,3300046198,Metatranscriptomic,181,pH8_6_B_mt
pH8ome_47_FD.fastq.gz,pH8_6_C_mt.fastq.gz,pH8,6,C,3300046199,Metatranscriptomic,182,pH8_6_C_mt
pH8ome_48_FD.fastq.gz,pH8_6_D_mt.fastq.gz,pH8,6,D,3300046200,Metatranscriptomic,183,pH8_6_D_mt
pH8ome_49_FD.fastq.gz,pH8_6_E_mt.fastq.gz,pH8,6,E,3300046201,Metatranscriptomic,184,pH8_6_E_mt
pH8ome_61_FD.fastq.gz,pH8_6_F_mt.fastq.gz,pH8,6,F,3300048517,Metatranscriptomic,185,pH8_6_F_mt
pH1ome_51_FD.fastq.gz,pH10_6_A_mt.fastq.gz,pH10,6,A,3300048518,Metatranscriptomic,186,pH10_6_A_mt
pH1ome_52_FD.fastq.gz,pH10_6_B_mt.fastq.gz,pH10,6,B,3300048519,Metatranscriptomic,187,pH10_6_B_mt
pH1ome_53_FD.fastq.gz,pH10_6_C_mt.fastq.gz,pH10,6,C,3300048520,Metatranscriptomic,188,pH10_6_C_mt
pH1ome_54_FD.fastq.gz,pH10_6_E_mt.fastq.gz,pH10,6,E,3300048521,Metatranscriptomic,189,pH10_6_E_mt
pH1ome_55_FD.fastq.gz,pH10_6_F_mt.fastq.gz,pH10,6,F,3300048522,Metatranscriptomic,190,pH10_6_F_mt
pH6ome_59_FD.fastq.gz,pH6_7_A_mt.fastq.gz,pH6,7,A,3300048523,Metatranscriptomic,191,pH6_7_A_mt
pH6ome_60_FD.fastq.gz,pH6_7_B_mt.fastq.gz,pH6,7,B,3300048524,Metatranscriptomic,192,pH6_7_B_mt
pH6ome_61_FD.fastq.gz,pH6_7_C_mt.fastq.gz,pH6,7,C,3300047587,Metatranscriptomic,193,pH6_7_C_mt
pH6ome_62_FD.fastq.gz,pH6_7_D_mt.fastq.gz,pH6,7,D,3300047588,Metatranscriptomic,194,pH6_7_D_mt
pH6ome_58_FD.fastq.gz,pH6_7_F_mt.fastq.gz,pH6,7,F,3300047589,Metatranscriptomic,195,pH6_7_F_mt
MESome_59_FD.fastq.gz,MES_7_A_mt.fastq.gz,MES,7,A,3300047590,Metatranscriptomic,196,MES_7_A_mt
MESome_60_FD.fastq.gz,MES_7_B_mt.fastq.gz,MES,7,B,3300047591,Metatranscriptomic,197,MES_7_B_mt
MESome_61_FD.fastq.gz,MES_7_C_mt.fastq.gz,MES,7,C,3300047592,Metatranscriptomic,198,MES_7_C_mt
MESome_62_FD.fastq.gz,MES_7_D_mt.fastq.gz,MES,7,D,3300047593,Metatranscriptomic,199,MES_7_D_mt
MESome_63_FD.fastq.gz,MES_7_E_mt.fastq.gz,MES,7,E,3300047336,Metatranscriptomic,200,MES_7_E_mt
MESome_64_FD.fastq.gz,MES_7_F_mt.fastq.gz,MES,7,F,3300047594,Metatranscriptomic,201,MES_7_F_mt
